url,discoveredFrom,status,finalUrl,title,notes
"http://127.0.0.1:3510/slot?problem=kot-kuweta","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-kuweta","Wybierz termin | Kuweta | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-kuweta&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-kuweta&service=konsultacja-behawioralna-online","Wybierz termin | Kuweta | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-wokalizacja","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-wokalizacja","Wybierz termin | Wokalizacja / pobudzenie | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-wokalizacja&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-wokalizacja&service=konsultacja-behawioralna-online","Wybierz termin | Wokalizacja / pobudzenie | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-wycofanie","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-wycofanie","Wybierz termin | Wycofanie / napięcie | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-wycofanie&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-wycofanie&service=konsultacja-behawioralna-online","Wybierz termin | Wycofanie / napięcie | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-zmiany-w-domu","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-zmiany-w-domu","Wybierz termin | Zmiany w domu | Regulski",""
"http://127.0.0.1:3510/slot?problem=kot-zmiany-w-domu&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=kot-zmiany-w-domu&service=konsultacja-behawioralna-online","Wybierz termin | Zmiany w domu | Regulski",""
"http://127.0.0.1:3510/slot?problem=pobudzenie","crawl",200,"http://127.0.0.1:3510/slot?problem=pobudzenie","Wybierz termin | Pobudzenie / wyciszenie | Regulski",""
"http://127.0.0.1:3510/slot?problem=pobudzenie&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=pobudzenie&service=konsultacja-behawioralna-online","Wybierz termin | Pobudzenie / wyciszenie | Regulski",""
"http://127.0.0.1:3510/slot?problem=separacja","crawl",200,"http://127.0.0.1:3510/slot?problem=separacja","Wybierz termin | Separacja | Regulski",""
"http://127.0.0.1:3510/slot?problem=separacja&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=separacja&service=konsultacja-behawioralna-online","Wybierz termin | Separacja | Regulski",""
"http://127.0.0.1:3510/slot?problem=spacer","crawl",200,"http://127.0.0.1:3510/slot?problem=spacer","Wybierz termin | Spacer i reaktywność | Regulski",""
"http://127.0.0.1:3510/slot?problem=spacer&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=spacer&service=konsultacja-behawioralna-online","Wybierz termin | Spacer i reaktywność | Regulski",""
"http://127.0.0.1:3510/slot?problem=szczeniak","crawl",200,"http://127.0.0.1:3510/slot?problem=szczeniak","Wybierz termin | Szczeniak / młody pies | Regulski",""
"http://127.0.0.1:3510/slot?problem=szczeniak&service=konsultacja-behawioralna-online","crawl",200,"http://127.0.0.1:3510/slot?problem=szczeniak&service=konsultacja-behawioralna-online","Wybierz termin | Szczeniak / młody pies | Regulski",""
